股票代码,股票名称,当前价,涨跌幅,市值,市盈率
AVDL,Avadel Pharmaceuticals plc - American Depositary Shares each representing one Ordinary Share,7.01,-1.54,2.853992E8,4.37
AVEO,AVEO制药,2.55,-1.54,3.078668E8,
CEF,Sprott Physical Gold and Silver Trust Units,13.43,-1.54,3.4388623E9,
FC,富兰克林柯维,25.55,-1.54,3.606378E8,
FXS,瑞典克朗做多-CurrencyShares,111.19,-1.54,2.25856E7,
INAP,Internap网络服务,11.54,-1.54,2.482241E8,
MCI,Barings Corporate Investors,15.31,-1.54,3.106169E8,12.21
SRT,"StarTek, Inc.",9.57,-1.54,1.574555E8,
DQ,大全新能源,53.67,-1.54,5.6588454E8,11.65
GSVC,GSV资本,7.04,-1.54,1.506257E8,
AXTI,AXT Inc,6.35,-1.55,2.543768E8,24.81
DARE,"Dare Bioscience, Inc.",0.827,-1.55,9594600.0,
EET,新兴市场2X多-ProShares,90.65,-1.55,6.6758E7,
LXRX,莱斯康制药,8.25,-1.55,8.848595E8,
MAN,万宝盛华人力资源,99.9,-1.55,6.7125779E9,12.08
MCRB,"Seres Therapeutics, Inc.",7.61,-1.55,3.142118E8,
AVGO,博通,233.45,-1.55,9.73975107E10,15.88
DFRG,"Del Frisco's Restaurant Group, Inc.",15.75,-1.56,3.254814E8,
NTR,Nutrien Ltd.,46.01,-1.56,3.01098366E10,
DXR,Daxor Corporation,7.51,-1.57,2.89317E7,
UGP,Ultrapar Participacoes S.A.,18.24,-1.57,1.03101864E10,21.3
BOLD,"Audentes Therapeutics, Inc.",37.88,-1.58,1.411591E9,
CMRX,"Chimerix, Inc.",4.99,-1.58,2.415973E8,
FBM,"Foundation Building Materials, Inc.",14.35,-1.58,6.253545E8,
HDB,HDFC银行,96.95,-1.58,8.52141141E10,39.09
HOS,霍恩贝克离岸服务,3.73,-1.58,1.407896E8,5.19
PWOD,"Penns Woods Bancorp, Inc.",43.5,-1.58,2.072787E8,21.25
SNR,New Senior Investment Group Inc.,8.11,-1.58,6.769067E8,54.93
ARKG,ARK Genomic Revolution Multi-Sector ETF,26.05,-1.59,1.245178E8,
ECR,Eclipse Resources Corporation,1.24,-1.59,3.802316E8,42.0
FN,Fabrinet Ordinary Shares,29.8,-1.59,1.1297124E9,12.89
PLOW,"Douglas Dynamics, Inc.",44.68,-1.59,1.030625E9,18.92
SCX,施泰力,6.2,-1.59,3.9454E7,
VIPS,唯品会,15.45,-1.59,8.992188412E9,30.92
GNC,GNC控股,3.72,-1.59,3.162422E8,
DSX,黛安娜船舶,3.68,-1.6,3.0376934256E8,
GXG,哥伦比亚ETF-Global X,11.09,-1.6,1.175461E8,
RCUS,"Arcus Biosciences, Inc.",16.04,-1.6,6.935727E8,
VII,"Vicon Industries, Inc,",0.4001,-1.6,7143900.0,
XSD,SPDR S&P Semiconductor ETF,68.29,-1.6,3.1924E8,6.23
BBD,Banco Bradesco,9.84,-1.6,5.437843052317E10,7.53
LN,LINE Corporation,37.44,-1.6,8.251155289E9,70.62
AAOI,应用光电,32.46,-1.61,6.43329E8,8.99
FFBW,"FFBW, Inc.",11.0,-1.61,7.39278E7,
FG,FGL Holdings Ordinary Share,9.75,-1.61,2.1244067E9,
FUD,E-TRACS USB Bloomberg Commodity Index Exchange Traded Notes E-TRACS UBS Bloomberg CMCI Food ETN,17.68,-1.61,3863600.0,
MIME,Mimecast Limited - Ordinary Shares,38.0,-1.61,2.2326866E9,
CNCE,"Concert Pharmaceuticals, Inc.",18.85,-1.62,4.451495E8,4.72
CYAD,Celyad SA - American Depositary Shares,30.95,-1.62,3.105839E8,
DNLI,Denali Therapeutics Inc,19.45,-1.62,1.8668662E9,
MBCN,Middlefield Banc Corp.,51.7,-1.62,1.693678E8,16.95
KMPH,"KemPharm, Inc.",5.7,-4.2,8.98738E7,
RDVT,"Red Violet, Inc.",7.29,-4.2,7.86265E7,
TRXC,"TransEnterix, Inc.",1.82,-4.21,3.837484E8,
LMRKP,Landmark Infrastructure Partners LP - 8.00% Series A Cumulative Redeemable Perpetual Preferred Units,23.37,-4.22,3.88728E7,
ONVO,"Organovo Holdings, Inc.",1.13,-4.24,1.307864E8,
ONCE,"Spark Therapeutics, Inc.",77.93,-4.25,3.0291318E9,
BMRA,"Biomerica, Inc.",3.82,-4.26,3.45213E7,
CHKE,切诺基,0.9,-4.26,1.31434E7,
CLRO,ClearOne通讯,6.75,-4.26,5.85254E7,
LBJ,Direxion Daily Latin America 3x Bull Shares,37.5,-4.26,2.03328E7,
MATR,Mattersight Corporation,2.25,-4.26,7.80022E7,
TCCO,Technical Communications Corporation,4.5,-4.26,8690400.0,
BLCM,Bellicum制药,7.2,-4.26,1.951610256E8,
GEMP,Gemphire Therapeutics Inc.,5.61,-4.27,8.34014E7,1.81
SMHI,SEACOR Marine Holdings Inc.,21.99,-4.27,4.061867E8,
BLIN,"Bridgeline Digital, Inc.",1.79,-4.28,7854400.0,
BPTH,"Bio-Path Holdings, Inc.",1.79,-4.28,2.12072E7,
GSAT,全球星,0.7801,-4.28,1.0294382E9,
OESX,"Orion Energy Systems, Inc.",0.78,-4.28,2.35708E7,
NVCN,Neovasc Inc.,0.0469,-4.29,4.96296E7,
TRIL,Trillium Therapeutics Inc.,6.7,-4.29,9.20318E7,1.91
TST,"TheStreet, Inc.",1.78,-4.3,9.14913E7,2.82
ABEO,Abeona Therapeutics Inc.,20.0,-4.31,9.87043E8,
IGC,India Globalization Capital Inc.,0.5999,-4.31,1.94423E7,
SHNY,Direxion Funds ETF,8.21,-4.31,5145000.0,
ARLZ,Aralez Pharmaceuticals Inc.,1.33,-4.32,9.31451E7,
NEWA,烟台金正环保,13.28,-4.32,1.500289E8,
QTRX,Quanterix Corporation,16.77,-4.34,3.845645E8,
APHB,AmpliPhi Biosciences Corporation,1.1,-4.35,1.89341E7,
TSRI,TSR软件,5.5,-4.35,1.12819E7,26.14
ANY,Sphere 3D Corp.,0.5049,-4.36,6750100.0,
LPTX,"LEAP THERAPEUTICS, INC.",6.8,-4.36,1.030998E8,
CYRX,"CryoPort, Inc.",7.01,-4.37,2.016852E8,
GNMX,"Aevi Genomic Medicine, Inc.",1.53,-4.38,9.49396E7,
UEC,Uranium Energy,1.53,-4.38,2.525149E8,
GTIM,恋上餐厅,3.25,-4.41,4.23923E7,
XONE,ExOne,7.59,-4.41,1.2212354788E8,
JNP,"Juniper Pharmaceuticals, Inc.",8.65,-4.42,9.93256E7,
KL,Kirkland Lake Gold Ltd.,15.98,-4.43,3.5314543E9,22.29
OMNT,"Ominto, Inc.",3.01,-4.44,5.44394E7,
CSPI,CSP Inc.,10.95,-4.45,4.55547E7,34.73
IMMR,Immersion Corporation,11.13,-4.46,3.432337E8,
ARCI,"Appliance Recycling Centers of America, Inc.",0.772,-4.47,5555300.0,1.08
CHFN,Charter Financial Corp.,21.56,-4.47,3.415293E8,24.8
APLS,"Apellis Pharmaceuticals, Inc.",23.42,-4.49,1.3700001E9,
DCPH,Deciphera医药,23.14,-4.5,7.897557E8,
LEU,Centrus Energy Corp. Class A,3.82,-4.5,3.05307E7,6.9
VTNR,"Vertex Energy, Inc",1.06,-4.5,3.68056E7,
NIHD,国家信息基础设施控股,2.75,-4.51,2.893806E8,
GTLS,查特工业,59.14,-4.52,1.9185522E9,53.4
OGEN,Oragenics Inc.,1.48,-4.52,9434300.0,
FSNN,"Fusion Telecommunications International, Inc.",3.16,-4.53,1.17769E8,
HLIT,谐波,3.58,-4.53,3.153659E8,
USNA,优莎娜,95.8,-4.53,2.4150757E9,39.66
TRUP,"Trupanion, Inc.",26.48,-4.54,8.357584E8,
SCYX,"SCYNEXIS, Inc.",1.26,-4.55,6.18254E7,
RWLK,ReWalk Robotics,1.05,-4.55,2.283456E7,
CDTI,"CDTI Advanced Materials, Inc.",0.68,-4.56,1.12523E7,
SGRY,"Surgery Partners, Inc.",16.75,-4.56,8.588524E8,
BVSN,宏道资讯,2.09,-4.57,1.09238E7,
NUGT,金矿3X做多-Direxion,25.66,-4.57,1.2930278E9,
IKNX,Ikonics Corporation,8.95,-4.58,1.86057E7,
ATAI,ATA,5.2,-4.59,1.1912498529E8,32.44
ATXI,"Avenue Therapeutics, Inc.",4.15,-4.6,4.59163E7,
EYPT,"EyePoint Pharmaceuticals, Inc.",1.65,-4.62,7.83752E7,
SFUN,房天下,4.53,-4.63,1.975160142E9,
PALL,钯金ETF-ETFS,93.56,-4.64,2.25653E8,4.3
BVX,Bovie Medical Corporation,3.47,-4.67,1.201971E8,
SMMT,Summit Therapeutics plc - American Depositary Shares,13.23,-4.68,2.273577E8,
CCIH,蓝汛,1.22,-4.69,3.050532774E7,
OZM,奥氏资本,2.22,-4.72,4.44521E8,23.3
SGMO,"Sangamo Therapeutics, Inc.",18.15,-4.72,1.6447575E9,
ZN,锡安石油和天然气,4.04,-4.72,2.453688E8,
QD,趣店,10.25,-4.74,3.378176E9,4.09
CRON,Cronos Group Inc.,7.02,-4.75,1.162639E9,368.5
AMPE,"Ampio Pharmaceuticals, Inc.",3.0,-4.76,2.672741E8,
EIGR,"Eiger BioPharmaceuticals, Inc.",9.95,-4.78,1.10003E8,
CLD,Cloud Peak Energy Inc,2.98,-4.79,2.35273E8,
NVT*,nVent Electric plc,23.56,-4.81,0.0,
LCI,Lannett Co Inc,15.8,-4.82,6.282038E8,8.22
KERX,克律克斯生物制药,4.53,-4.83,5.672756E8,
TROV,"TrovaGene, Inc.",0.3056,-4.83,1.77481E7,
EDU,新东方,86.7,-4.84,1.371756E10,47.97
RUN,Sunrun Inc.,8.82,-4.85,9.98659E8,8.06
IPIC,iPic Entertainment Inc.,9.99,-4.86,1.31057E7,
KURA,"Kura Oncology, Inc.",15.6,-4.88,5.470025E8,
AUG,Auryn Resources Inc.,1.34,-4.96,1.206311E8,
TOPS,TOP Ships Inc.,1.53,-4.97,2.73275E7,
CYH,"Community Health Systems, Inc.",3.82,-4.98,4.676029E8,
MNK,Mallinckrodt plc Ordinary Shares,13.07,-5.01,1.1886896E9,0.76
CMSSW,CM Seven Star Acquisition Corporation,0.3798,-5.03,0.0,
NNDM,Nano Dimension Ltd. - American Depositary Shares,1.51,-5.03,3.07E7,
NFEC,能发伟业,1.32,-5.04,1.05269E7,
XBIO,"Xenetic Biosciences, Inc.",1.88,-5.05,1.72607E7,
GSL-B,"Global Ship Lease, Inc. Depository Shares Representing 1/100th Perpetual Preferred Series B% (Marshall Island)",23.62,-5.06,3.4832E7,
MPAA,"Motorcar Parts of America, Inc.",19.98,-5.08,4.015052E8,24.2
VEON,VEON Ltd,2.61,-5.09,4.8310106E9,
JAX,J亚历山大,12.1,-5.1,1.873635E8,24.06
APPN,Appian Corporation,26.29,-5.12,3.651881E8,
BBOX,Black Box Corporation,1.85,-5.13,2.9522E7,
FXB,英镑做多-CurrencyShares,135.4,-0.49,1.973015E8,
FXL,First Trust Technology AlphaDEX,55.2,-0.49,1.8502018E9,
HSTM,健康流科技,24.5,-0.49,7.952125E8,79.42
JAGX,"Jaguar Health, Inc.",0.163,-0.49,2.09481E7,
KELYA,凯利服务,30.32,-0.49,1.0663804E9,16.83
MUE,"Blackrock MuniHoldings Quality Fund II, Inc.",12.14,-0.49,2.746857E8,13.12
NPV,弗吉尼亚纽文市保,12.12,-0.49,2.184269E8,13.84
NTRSP,Northern Trust Corporation - Depository Shares,26.38,-0.49,4.2416E8,6.73
ONEV,SPDR Russell 1000 Low Volatility Focus ETF,71.45,-0.49,4.4875E8,
SNPS,新思科技,82.6,-0.49,1.23456717E10,94.33
SPVU,PowerShares S&P 500 Enhanced Value Portfolio,34.22,-0.49,2.7512E7,
VSAT,卫讯公司,64.35,-0.49,3.8081312E9,
WCN,"Waste Connections, Inc.",73.36,-0.49,1.94228049E10,33.82
XKFS,SPDR Kensho Future Security ETF,32.74,-0.49,6580000.0,
COP,康菲石油,65.47,-0.49,7.70489619E10,
GOOG,谷歌C,1067.65,-0.49,7.416535855E11,37.72
ASEA,东南亚ETF-Global X,18.0,-0.5,2.1708E7,
BAC-C,美国银行-优先股C,25.82,-0.5,1.038E9,
CBRL,CB乡村店,163.94,-0.5,3.955075E9,16.66
CEFL,高收益封基2X做多-ETRACS,15.83,-0.5,2.321269E8,
DINT,Davis Select International ETF,19.79,-0.5,1.9889E7,
DKL,"Delek Logistics Partners, L.P. Common Units representing Limited Partner Interests",30.05,-0.5,7.363555E8,14.45
EYLD,股东总收益新兴市场ETF-Cambria,36.0,-0.5,3618000.0,
FONR,福纳,29.65,-0.5,1.873678E8,10.24
GDV-A,Gabelli Dividend & Income Tr Preferred Series A,25.67,-0.5,7.86389E7,
GHL,格林希尔投行,19.75,-0.5,5.419665E8,
GMS,GMS Inc.,31.6,-0.5,1.3034558E9,19.85
IFLY,无人机ETF-FactorShares,35.66,-0.5,4.6592E7,
INDL,Direxion Daily MSCI India Bull 3x Shares,83.63,-0.5,1.176436E8,
IVR-C,"INVESCO MORTGAGE CAPITAL INC 7.5% Fixed-to-Floating Series C Cumulative Redeemable Preferred Stock, Liquation Preference $25.00 ",23.7,-0.5,2.7393E8,
LFUS,美国力特保险丝,203.09,-0.5,5.0815568E9,39.18
MCRN,Milacron Holdings Corp.,20.1,-0.5,1.4028717E9,1010.0
MSF,大摩新兴市场基金,17.74,-0.5,2.53125E8,81.05
NXP,Nuveen Select Tax Free Income Portfolio,13.92,-0.5,2.317358E8,19.98
PEB,Pebblebrook Hotel Trust  of Beneficial Interest,35.49,-0.5,2.4609413E9,29.97
QUAD,"Quad Graphics, Inc Class A",25.71,-0.5,1.0184184E9,12.48
RUSS,俄罗斯3X做空-Direxion,20.0,-0.5,2.30064E7,
SBS,Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp American Depositary Shares (Each repstg 250 ),10.01,-0.5,6.8761093E9,7.62
SPMO,PowerShares S&P 500 Momentum Portfolio,36.01,-0.5,2.8952E7,
VICI,VICI Properties Inc.,18.09,-0.5,6.7289422E9,
WP,"Worldpay, Inc. Class A",80.79,-0.5,2.41501185E10,101.5
COF,第一资本信贷,97.49,-0.5,4.76560005E10,26.06
FCEL,燃料电池能源,1.98,-0.5,7.972855308E7,
BBT-G,BB&T Corporation Depositary Shares Representing 1/1000th Perpetual Preferred Series G,25.22,-0.51,5.07E8,
BKF,金砖四国ETF-iShares,44.75,-0.51,3.26105E8,
CBL-D,"CBL & Associates Properties, Inc. Dep Shares Repstg 1/10th Preferred Series D",17.4,-0.51,3.174435E8,
CMSS,CM Seven Star Acquisition Corporation,9.72,-0.51,2.571766E8,162.83
CMTL,康姆泰克通讯,31.02,-0.51,7.364751E8,28.35
CNMD,CONMED Corporation,62.59,-0.51,1.7641193E9,31.93
DOTA,"Draper Oakwood Technology Acquisition, Inc.",9.85,-0.51,6.07612E7,
FGM,First Trust Germany AlphaDex Fund,51.21,-0.51,2.702176E8,
GBLIL,Global Indemnity Limited - 7.875% Subordinated Notes due 2047,25.57,-0.51,1.33614E8,
HDS,"HD Supply Holdings, Inc.",39.15,-0.51,7.3009365E9,45.76
IHIT,Invesco High Income 2023 Target Term Fund  of Beneficial Interest,9.75,-0.51,2.347805E8,
JBN,"Select Asset Inc. Select Asset Inc. on behalf of Corporate Backed Callable Trust Certificates, J.C. Penney Debenture Backed Seri",11.75,-0.51,2.5982E7,
KEY-I,KeyCorp Depositary Shares Each Representing a 1/40th Ownership Interest in a Share of Fixed-to-Floating Rate Perpetual Non-Cumul,27.45,-0.51,5.518E8,
LDF,大摩拉美探索基金,11.76,-0.51,7.98757E7,
MMI,摩托罗拉移动,35.12,-0.51,1.3618328E9,26.74
NLY-D,Annaly Capital Management Inc Preferred Series D,25.32,-0.51,4.6828E8,
PNC-P,PNC金融-优先股P,27.44,-0.51,1.6548E9,
QADA,QAD Inc.,45.2,-0.51,7.299237E8,
QRHC,Quest Resource Holding Corporation.,1.94,-0.51,2.98398E7,
SLDA,Sutherland Asset Management Corporation 7.00% Convertible Senior Notes due 2023,25.15,-0.51,1.16288E8,
SPGI,标普全球,191.98,-0.51,4.81163273E10,33.38
TPVY,TriplePoint Venture Growth BDC Corp. 5.75% Notes due 2022,25.22,-0.51,6.591E7,
VAW,VANGUARD WORLD FDS VANGUARD MATERIALS ETF,133.57,-0.51,2.6872004E9,4.38
WPS,国际发达市场房地产ETF-iShares,38.97,-0.51,1.567E8,7.5
XSHQ,PowerShares S&P SmallCap Quality Portfolio,27.19,-0.51,2732500.0,
TSM,台积电,38.75,-0.51,2.019976638E11,86.56
ALRM,Alarm.com,41.77,-0.52,1.9821723E9,71.17
BKT,BKT信托,5.74,-0.52,3.689484E8,13.11
ENR,劲量控股,57.5,-0.52,3.449835E9,21.57
EOD,富国银行红利机会基金,5.77,-0.52,2.635147E8,
ETW,伊万税收管理全球备兑认购机会基金,11.59,-0.52,1.2441469E9,49.71
EWY,韩国ETF-iShares MSCI,74.13,-0.52,4.281174E9,162.0
FMF,First Trust Morningstar Managed Futures Strategy Fund,47.91,-0.52,1.21363E7,
FSP,Franklin Street Properties Corp.,7.6,-0.52,8.19246E8,
GSJY,Goldman Sachs ActiveBeta Japan Equity ETF,34.15,-0.52,5.4928E7,
KAI,凯登纸业,96.4,-0.52,1.0746413E9,34.24
MAMS,"MAM Software Group, Inc.",7.71,-0.52,9.74766E7,21.53
MICR,"Micron Solutions, Inc.",3.86,-0.52,1.10383E7,
PSA-E,"Public Storage Depositary Shares Each Representing 1/1000 of a 4.90% Cumulative Preferred Share of Beneficial Interest, Series E",23.18,-0.52,3.262E8,
PSB-W,"PS Business Parks, Inc. Depositary Shares Each Representing 1/1000 of a Share of 5.20% Cumulative Preferred Stock, Series W",22.83,-0.52,1.741905E8,
PSCT,小盘科技股ETF-PowerShares,78.91,-0.52,4.08498E8,
SUM,"Summit Materials, Inc. Class A",28.72,-0.52,3.2111546E9,26.01
TMFC,Motley Fool 100 Index ETF ETF,19.17,-0.52,7.22625E7,
ULBI,Ultralife Corporation,9.55,-0.52,1.50275E8,20.0
URTY,美国小盘股3X多-ProShares,83.93,-0.52,1.392105E8,
VGI,Virtus Global Multi-Sector Income Fund  of Beneficial Interest,15.18,-0.52,1.723608E8,
VNO-L,Vornado Realty Trust Pfd Ser L %,22.87,-0.52,2.7588E8,
VSTO,Vista Outdoor Inc.,17.12,-0.52,9.86809E8,
YESR,Amplify YieldShares Senior Loan and Income ETF,24.78,-0.52,3735700.0,
EL,雅诗兰黛,147.95,-0.52,5.4442389485E10,51.82
FOXA,21世纪福克斯,36.49,-0.52,4.455209910391E10,45.85
ALSN,"Allison Transmission Holdings, Inc.",41.18,-0.53,5.7281066E9,12.32
AVX,AVX Corporation,16.88,-0.53,2.8571332E9,11.62
BAC-Y,美国银行-优先股Y,26.11,-0.53,1.155E9,
BOE,贝莱德全球红利信托,11.3,-0.53,7.840341E8,19.59
BRC,布雷迪,37.7,-0.53,1.8270938E9,25.61
CCLP,CSI Compressco LP,7.57,-0.53,2.862786E8,
PAGS,PagSeguro Digital Ltd. Class A,35.73,-2.75,3.94262E9,
PRCP,"Perceptron, Inc.",8.83,-2.75,8.67327E7,56.75
AMX,美洲移动,18.77,-2.75,6.1564596E10,1930.0
UAMY,United States Antimony Corporation,0.2431,-2.76,1.6872E7,
FMCC,房地美,1.41,-2.76,1.65E9,178.5
UBNT,Ubiquiti Networks,72.19,-2.76,5.92898722328E9,26.35
CPSS,"Consumer Portfolio Services, Inc.",3.51,-2.77,7.8049E7,36.1
SORL,瑞立集团,4.21,-2.77,8.127371741E7,3.32
AXON,Axovant Sciences,1.05,-2.78,1.164111E8,
CBL,CBL金融,3.84,-2.78,6.819462E8,8.98
COHR,"Coherent, Inc.",168.83,-2.78,4.3105371E9,29.74
DXLG,"Destination XL Group, Inc.",1.75,-2.78,8.77669E7,
INSE,"Inspired Entertainment, Inc.",5.25,-2.78,1.159854E8,
JJTB,iPathA Series B Bloomberg Tin Subindex Total Return ETN,51.78,-2.78,4375000.0,
NDRO,Enduro Royalty Trust Trust Units representing beneficial interest in the trust,3.5,-2.78,1.188E8,3.03
NNA,Navios Maritime Acquisition Corporation Common stock,0.8118,-2.78,1.228169E8,
CALA,"Calithera Biosciences, Inc.",5.93,-2.79,2.186526E8,
LAUR,"Laureate Education, Inc.",13.93,-2.79,7.897476E8,
SWKS,思佳讯,88.64,-2.79,1.66098393E10,20.68
AYTU,"Aytu BioScience, Inc.",0.5696,-2.8,1.82381E7,
BDD,"DB Base Metals Double Long Exchange Traded Notes due June 1, 2038",10.07,-2.8,3356600.0,
DAG,"DB Agriculture Double Long ETN due April 1, 2038",2.78,-2.8,6663400.0,
IPGP,IPG光电,225.63,-2.8,1.24729925E10,36.5
MUX,McEwen Mining Inc.,2.08,-2.8,7.213642E8,
REIS,"Reis, Inc",20.85,-2.8,2.481699E8,
NFLX,奈飞,318.6,-2.8,1.37907074259E11,254.95
ITCB,Itau CorpBanca,14.89,-2.81,5.233381E9,383.0
ASCMA,艾森媒体,3.44,-2.82,4.25355E7,
DRD,DRDGOLD Limited American Depositary Shares,2.4,-2.83,1.065632E8,22.93
PRNT,3D Printing (The) ETF,24.42,-2.83,4.7747E7,
JE,"Just Energy Group, Inc. Ordinary Shares (Canada)",4.11,-2.84,6.275054E8,5.64
PSLV,Sprott Physical Silver Trust ETV,6.15,-2.84,9.52295E8,
RAS,RAIT Financial Trust New  of Beneficial Interest,0.1847,-2.84,1.76786E7,
FCX,Freeport McMoRan,18.81,-2.84,2.80302742E10,16.0
AMOT,Allied Motion科技,41.25,-2.85,4.002285E8,48.8
CNP,"CenterPoint Energy, Inc (Holding Co)",25.92,-2.85,1.15116432E10,6.46
SLV,白银ETF-iShares,15.67,-2.85,5.4414555E9,
SND,"Smart Sand, Inc.",6.47,-2.85,2.727008E8,12.57
CZZ,科桑,9.84,-2.86,1.7108788E9,8.24
GAIA,"Gaia, Inc.",15.3,-2.86,1.961394E8,
GSHTW,"Gores Holdings II, Inc. - Warrants",1.7,-2.86,0.0,
KONA,科纳烧烤,1.7,-2.86,1.7692E7,
UNTY,联合银行,22.1,-2.86,2.42907E8,18.96
USCR,"U S Concrete, Inc.",57.65,-2.86,9.983266E8,38.79
WDC,西部数据,87.0,-2.86,2.66495004E10,65.85
NMRD,"Nemaura Medical, Inc.",3.72,-2.87,2.591991E8,
BPMX,BioPharmX Corporation. Common,0.2162,-2.88,4.237E7,
CORI,"Corium International, Inc.",10.46,-2.88,3.890549E8,
FRTA,"Forterra, Inc.",8.77,-2.88,5.800049E8,
SIVR,ETFS Physical Silver Shares Trust ETF,16.2,-2.88,3.48612E8,
HRG,哈宾格投资,15.14,-2.89,3.1467304E9,55.68
RARX,"Ra Pharmaceuticals, Inc.",6.05,-2.89,2.01146E8,
DPW,"DPW Holdings, Inc.",1.0,-2.91,4.48697E7,
GASX,天然气3X空-Direxion,21.69,-2.91,6140300.0,
TAGS,Teucrium Agricultural Fund ETV,22.33,-2.91,1725000.0,
NVAX,诺瓦瓦克斯医药,1.66,-2.92,6.525317E8,
ISR,"IsoRay, Inc.",0.4272,-2.93,2.42441E7,
RDCM,Radcom Ltd. - Ordinary Shares,18.2,-2.93,2.537486E8,81.52
SCPH,Scpharmaceuticals Inc.,9.89,-2.94,1.888689E8,
LABU,生科3X做多-Direxion,77.98,-2.95,4.790146E8,
UBS,瑞银,17.13,-2.95,6.8007155E10,10.51
BKD,布鲁克代尔高级护理,6.55,-2.96,1.2593672E9,
EDIT,"Editas Medicine, Inc.",33.44,-2.96,1.6156522E9,
LMRKO,Landmark Infrastructure Partners LP - Preferred Units,23.58,-2.96,5.98537E7,
PULM,"Pulmatrix, Inc.",0.44,-2.96,1.82288E7,
VSLR,"Vivint Solar, Inc.",3.93,-2.96,4.663227E8,2.29
EVC,超视野传播,4.9,-2.97,3.324455E8,2.63
SRDX,"SurModics, Inc.",37.55,-2.97,5.10709E8,3870.0
APT,"Alpha Pro Tech, Ltd.",3.25,-2.99,4.7874E7,18.61
JBT,约翰宾技术,115.3,-2.99,3.7529481E9,46.07
HX,和信贷,11.33,-3.0,5.433703715E8,
EGO,埃尔拉多黄金公司,0.9505,-3.01,7.781305E8,
HBK,"Hamilton Bancorp, Inc.",14.5,-3.01,5.09956E7,
MAG,MAG银矿,11.27,-3.01,9.935478E8,
SAEX,"SAExploration Holdings, Inc.",1.61,-3.01,2.47458E7,
ATRC,"AtriCure, Inc.",20.57,-3.02,7.439764E8,
NEXA,Nexa Resources S.A.,17.34,-3.02,2.4669128E9,
BWEN,"Broadwind Energy, Inc.",2.88,-3.03,4.54496E7,
GENE,基因技术ADR,1.28,-3.03,2.14792E7,
ALLT,艾奥特通信,5.11,-3.04,1.770078E8,
INPX,Inpixon,0.383,-3.04,3689000.0,
PVG,"Pretium Resources, Inc. Ordinary Shares (Canada)",7.02,-3.04,1.3205063E9,
WPRT,Westport Fuel Systems Inc,2.23,-3.04,3.019433E8,
BLDP,巴拉德动力系统,3.51,-3.04,6.1291584198E8,
BFST,"Business First Bancshares, Inc.",27.0,-3.05,2.860733E8,45.66
PIRS,"Pieris Pharmaceuticals, Inc.",6.36,-3.05,3.532912E8,
CGG,CGG,2.22,-3.06,1.3424538E9,
XPL,Solitario Zinc Corp.,0.4753,-3.06,2.86174E7,
XSPA,"XpresSpa Group, Inc.",0.601,-3.06,1.64803E7,
AFSI-C,"AmTrust Financial Services, Inc. Depository Shares Representing 1/40th Preferred Series C",18.92,-3.07,6.24576E7,
RMR,The RMR Group Inc.,75.85,-3.07,1.1864529E9,14.07
ELF,"e.l.f. Beauty, Inc.",17.33,-3.08,8.479615E8,26.29
MRTX,"Mirati Therapeutics, Inc.",28.35,-3.08,8.464997E8,
MSB,美莎比信托,23.6,-3.08,3.194722E8,9.62
SMSI,"Smith Micro Software, Inc.",1.89,-3.08,3.55625E7,
SHOP,Shopify Inc.,122.89,-3.08,1.16888109E10,
STRM,"Streamline Health Solutions, Inc.",1.57,-3.09,3.23753E7,
LMFA,"LM Funding America, Inc.",0.64,-3.1,4127100.0,
AKO.B,Embotelladora Andina S.A.,30.57,-3.11,2.4886709E9,26.51
ARC,美国图文公司,2.18,-3.11,1.017871E8,
BNTC,Benitec Biopharma Limited - American Depositary Shares,3.18,-2.15,3.33357E7,
EVEP,EV能源合作伙伴,0.1456,-2.15,7356000.0,
AFSI-F,"AmTrust Financial Services, Inc. Depositary Shares, Each Representing 1/40 th Interest in a Share of 6.95% Non-Cumulative Prefer",18.1,-2.16,2.1275E8,
OSN,奥盛创新,2.72,-2.16,1.797810384E7,8.0
ORIG,Ocean Rig UDW,25.31,-2.16,3.509646584E9,
TWTR,Twitter,31.22,-2.16,2.3190016192E10,
CHUY,"Chuy's Holdings, Inc.",27.1,-2.17,4.688252E8,16.29
DRIP,油气开采-3X空-Direxion,8.57,-2.17,7.95391E7,
ECHO,"Echo Global Logistics, Inc.",29.25,-2.17,8.379364E8,66.44
ISNS,图像传感系统,4.5,-2.17,2.39681E7,11.5
MTSI,"MACOM Technology Solutions Holdings, Inc.",16.66,-2.17,1.0968286E9,
OHRP,"Ohr Pharmaceuticals, Inc.",0.2251,-2.17,1.29873E7,
RTIX,RTI医疗设备,4.5,-2.17,2.839678E8,115.0
AGI,Alamos Gold Inc. Class A,5.39,-2.18,2.1454824E9,275.5
IMMU,"Immunomedics, Inc.",16.14,-2.18,2.7352664E9,
STZ.B,（STZ.B）,228.89,-2.18,5.4591234E9,27.63
CWEB,Direxion Daily CSI China Internet Index Bull 2X Shares,49.09,-2.19,1.25475E8,
UBP-G,Urstadt Biddle Properties Inc. Preferred Stock Series G 6.75%,25.0,-2.19,7.668E7,
ATEN,"A10 Networks, Inc.",6.21,-2.2,4.492717E8,
PLYM,"Plymouth Industrial REIT, Inc.",16.43,-2.2,6.41626E7,
