股票代码,股票名称,当前价,涨跌幅,市值,市盈率
IMOS,南茂科技股份,14.75,0.0,6.535312E8,368.75
IMN,怡敏信,0.77,0.0,2.9009E7,0.32
IMMP,Immutep Limited,1.82,0.0,5.50747E7,
IMH,"Impac Mortgage Holdings, Inc.",8.74,0.0,1.831264E8,
IMED,PureFunds ETFx HealthTech ETF,28.96,0.0,2896000.0,
IMBBY,帝国烟草,41.13,0.0,4.162E10,32.51
IMA,因弗内斯创新诊疗,0.23,0.0,1.82E7,
IKL.CL,BANK OF AMERICA CORPORATION,25.32,0.0,1.266E8,
IKJ.CL,BANK OF AMERICA CORPORATION,25.39,0.0,2.2851E8,
IKGH,Iao Kun Group,0.235,0.0,1.77603E7,
IILG,分时度假,16.72,0.0,2.0659087E9,5.19
IIIIW,IIIIW,0.0,0.0,1.0,1.0
IHR,IHR,0.0,0.0,0.0,
IHI,iShares U.S. Medical Devices ETF,190.36,0.0,1.71324E9,10.24
IGZ,IGZ (Listing Market NYSE Arca Network B F),24.58,0.0,0.0,
IGVT,Xtrackers Barclays International Treasury Bond Hedged ETF,49.1,0.0,4910000.0,
IGEM,新兴市场投资级主权债-VanEck Vectors,24.04,0.0,1.202E7,
IG,Principal Investment Grade Corporate Active ETF,24.99,0.0,1.9992E7,128.0
IFSB,独立联邦储蓄银行,0.31,0.0,481120.0,
IFRA,iShares U.S. Infrastructure ETF,25.95,0.0,2595000.0,
IFMI,"Institutional Financial Markets, Inc.",1.16,0.0,1.46963E7,6.11
IFIX,Xtrackers Barclays International Corporate Bond Hedged ETF,49.97,0.0,4997000.0,
IF,印尼封基-安本,7.47,0.0,7.05985E7,
IESC,"IES Holdings, Inc.",17.05,0.0,3.638299E8,
IEPRR,ICAHN ENTERPRISES LP,0.55,0.0,0.0,
IEME,iShares Evolved U.S. Media and Entertainment ETF,24.66,0.0,4932000.0,
IEFN,iShares Evolved U.S. Financials ETF,24.46,0.0,4891200.0,
IEDI,iShares Evolved U.S. Discretionary Spending ETF,24.75,0.0,4950000.0,
IECS,iShares Evolved U.S. Consumer Staples ETF,24.72,0.0,4944000.0,
IDT.WI,IDT CORP,0.0,0.0,0.0,
IDT*,IDT Corporation,12.22,0.0,0.0,
IDMO,PowerShares S&P International Developed Momentum Portfolio,28.37,0.0,4255300.0,
IDIV,U.S. Equity Cumulative Dividends Fund Series 2027 Shares,13.63,0.0,3407500.0,
IDI,SEARCHMEDIA HOLDINGS LTD,5.02,0.0,2.674702E8,
IDGX,"ALTHEADX, INC.",0.0,0.0,0.0,
IDC,Interactive Data,0.06,0.0,3450000.0,
ICXT,ICx技术,25.89,0.0,1.0,1.0
ICTG,ICT Group,18.2,0.0,6952400.0,8.88
ICP,IC Power Ltd. Ordinary Shares,0.0,0.0,0.0,
ICOPZ,ICOPZ,0.0,0.0,0.0,
ICOPW,ICOPW,0.0,0.0,1.0,1.0
ICON,艾康尼斯品牌,0.91,0.0,5.80431E7,
ICOC,ICO,0.0,0.0,0.0,
ICN,印度卢比做多-WisdomTree,22.63,0.0,9050400.0,
ICLDW,INTERCLOUD SYS INC,0.1102,0.0,0.0,
ICLD,INTERCLOUD SYS INC,0.28,0.0,1.34618E7,0.09
ICL,以色列化工,4.45,0.0,5.7982167E9,15.34
ICI,iPath iPath Optimized Currency Carry ETN,37.9,0.0,727200.0,26.41
ICCH,"ICC Holdings, Inc.",15.4,0.0,5.39E7,70.0
ICC-,ICC-,0.0,0.0,0.0,
ICC,ICC,0.0,0.0,0.0,
IBO,IBO (Listing Market - NYSE Amex Network B F),24.84,0.0,0.0,
IBMH,iShares iBonds Sep 2019 Term Muni Bond ETF,25.27,0.0,2.438651E8,
IBMF,iShares iBonds Sep 2017 Term Muni Bond ETF,27.2,0.0,1.7136E8,
IBME,iBonds 2016 Term Muni Bond ETF,26.42,0.0,1.18962E8,
IBLN,Direxion iBillionaire Index ETF,32.96,0.0,5.004E7,
IBEX,IBEX Holdings Limited,0.0,0.0,0.0,
IBDM,iShares iBonds Dec 2021 Term Corporate ETF,24.36,0.0,6.62592E8,
IBDJ,iShares iBonds Dec 2017 Term Corporate ETF,24.83,0.0,1.29038E8,
IBDD,iShares iBonds Mar 2023 Term Corporate ETF,25.65,0.0,8.07975E7,
IBDB,iShares iBonds Mar 2018 Term Corporate ETF,25.62,0.0,9.2088E7,
IBCC,iShares iBonds Mar 2018 Term Corporate ex-Financials ETF,24.6,0.0,6.1525E7,
IBAS,IBAS,0.0,0.0,0.0,
IAMXW,I-AM Capital Acquisition Company - Warrant,0.4989,0.0,0.0,
IAMXU,I-AM Capital Acquisition Company - Unit,10.24,0.0,5.38061E7,
IAMXR,I-AM Capital Acquisition Company - Right,0.39,0.0,0.0,
I:PTEST,I:PTEST,0.0,0.0,0.0,
I:NTEST,I:NTEST,0.0,0.0,0.0,
VAC,Marriot Vacations Worldwide Corporation,135.97,-0.01,3.6118903E9,16.62
VFH,金融业ETF-Vanguard,70.17,-0.01,8.378751E9,6.06
VR,"Validus Holdings, Ltd.",67.6,-0.01,5.3634356E9,
IWV,罗素3000ETF-iShares,158.29,-0.01,8.239515E9,136.47
ASH*,Ashland Global Holdings Inc,59.79,-0.02,0.0,
BEAV,BE航空,64.46,-0.02,6.5415457E9,20.93
CNA,CAN金融,49.91,-0.02,1.3539557E10,15.13
DEF,PowerShares Defensive Equity Portfolio,46.45,-0.02,1.78871E8,
DOL,WisdomTree International LargeCap Dividend Fund,50.93,-0.02,4.635449E8,
FEX,First Trust Large Cap Core AlphaDEX Fund,59.18,-0.02,1.4471956E9,
FTSD,Franklin Liberty Short Duration U.S. Government ETF,95.03,-0.02,1.664325E8,
FYX,First Trust Small Cap Core AlphaDEX Fund,61.7,-0.02,5.492191E8,
GSY,Guggenheim短期债增强ETF,50.23,-0.02,1.175616E9,
IPE,美国通胀债券ETF-SPDR,55.24,-0.02,1.1934124E9,
ITE,SPDR Bloomberg Barclays Intermediate Term Treasury ETF,58.33,-0.02,6.475838E8,677.44
IWB,罗素1000指数ETF-iShares,148.52,-0.02,1.96086E10,130.31
MSTR,MicroStrategy Incorporated,131.52,-0.02,1.2381236E9,85.98
MVIN,Natixis ETF Trust ETF,45.44,-0.02,2.04525E7,
NYF,iShares New York Muni Bond ETF,54.5,-0.02,2.970795E8,
ODFL,"Old Dominion Freight Line, Inc.",148.48,-0.02,1.22277969E10,26.38
PXF,PowerShares FTSE RAFI Developed Markets ex-U.S. Portfolio,45.97,-0.02,1.206975E9,
RBS-HL,RBS-HL,25.33,-0.02,0.0,
RGI,PowerShares S&P 500 Equal Weight Industrials Portfolio,120.2,-0.02,3.005375E8,271.53
RSO-BL,RSO-BL,25.3,-0.02,0.0,
RYF,PowerShares S&P 500 Equal Weight Financial Portfolio,44.3,-0.02,4.453155E8,
SCHO,短期国债ETF-Schwab,49.66,-0.02,2.3568415E9,
SPY,标普500ETF-SPDR,266.57,-0.02,2.562207724E11,9.62
TCF-BL,TCF-BL,25.22,-0.02,0.0,
TD,道明银行,55.03,-0.02,1.015584518E11,12.89
TFLO,iShares Treasury Floating Rate Bond ETF,50.27,-0.02,9.0504E7,
TIP,美国通胀债券ETF-iShares,112.36,-0.02,2.4599982E10,26.2
TOTL,DoubleLine全回报战术ETF,47.46,-0.02,3.3229E9,
TUZ,PIMCO 1-3 Year US Treasury Index Exchage-Traded Fund,49.92,-0.02,8.49877E7,
USG,美国石绵,40.6,-0.02,5.6907491E9,61.53
USTB,USAA Core Short-Term Bond ETF,49.4,-0.02,4.7025E7,
VNLA,Janus Henderson Short Duration Income ETF,50.03,-0.02,4.0032E8,
VTIP,美国短期通胀债-Vanguard,48.85,-0.02,4.8172058E9,
VV,VANGUARD INDEX FDS VANGUARD LARGE-CAP ETF,122.64,-0.02,1.20314678E10,11.38
WRN,Western Copper and Gold Corporation,0.8199,-0.02,8.16384E7,
IJH,美国中型股ETF-iShares,189.81,-0.02,4.52697325E10,234.38
IVV,标普500ETF-iShares,268.38,-0.02,1.41910806E11,9.2
AEP,美国电力,68.44,-0.03,3.37024491E10,17.64
AGG,美国全债市ETF-iShares,105.97,-0.03,5.54168E10,27.68
ATNI,大西洋电信网络,66.07,-0.03,1.0592968E9,34.07
BR,Broadridge金融解决方案,109.82,-0.03,1.28144617E10,35.32
CARG,"CarGurus, Inc.",32.97,-0.03,3.47195616222E9,274.83
DEUS,Xtrackers Russell 1000 Comprehensive Factor ETF,31.84,-0.03,1.481025E8,
DIOD,Diodes Incorporated,29.89,-0.03,1.4811119E9,
DYLS,WisdomTree Dynamic Long/Short U.S. Equity Fund,32.56,-0.03,1.188623E8,
EPS,WisdomTree U.S. Earnings 500 Fund,30.51,-0.03,1.89224E8,
ESGL,Oppenheimer Revenue Weighted ETF Trust Oppenheimer ESG Revenue ETF,30.49,-0.03,2.2875E7,
ETHO,Etho Climate Leadership U.S. ETF,34.45,-0.03,2.75672E7,
FDRR,Fidelity Dividend ETF for Rising Rates,29.93,-0.03,2.79939E8,
FNDA,美国小盘股基本面ETF-Schwab,37.96,-0.03,2.9559645E9,
HMC,本田汽车,34.17,-0.03,6.19146237E10,9.6
IDLV,PowerShares S&P International Developed Low Volatility Portfolio,33.39,-0.03,6.0454E8,
ITOT,iShares Core S&P Total U.S. Stock Market ETF,61.22,-0.03,1.321253E10,142.42
JPME,JPMorgan Diversified Return U.S. Mid Cap Equity ETF,63.68,-0.03,9.55485E7,
LEAD,DIVCON股息前锋ETF-Reality Shares ,31.8,-0.03,4.53235E7,
LRCX,拉姆研究,191.86,-0.03,3.1492431E10,18.65
MOFG,"MidWestOne Financial Group, Inc.",33.55,-0.03,4.106147E8,21.65
NEE-CL,NEE-CL,25.2,-0.03,0.0,
NUSC,NuShares ESG Small-Cap ETF,28.89,-0.03,5.0575E7,
OEF,标普100指数ETF-iShares,117.32,-0.03,5.09299E9,104.78
PKW,PowerShares BuyBack Achievers Portfolio,57.48,-0.03,1.325375E9,
PUTW,PutWrite策略-WisdomTree,28.89,-0.03,2.00855E8,
RFV,PowerShares S&P Midcap 400 Pure Value Portfolio,67.07,-0.03,1.040261E8,8.85
ROGS,Hartford Multifactor Global Small Cap ETF,31.92,-0.03,2.2351E7,
SCHX,Schwab U.S. Large-Cap ETF,63.82,-0.03,1.2094488E10,
SCI,Service Corporation International,38.6,-0.03,7.1196918E9,13.6
SCIU,Global X Scientific Beta US ETF,31.12,-0.03,1.354024E8,
SPSB,SPDR Portfolio Short Term Corporate Bond ETF,30.14,-0.03,4.103415E9,
SPTM,SPDR Portfolio Total Stock Market ETF,33.22,-0.03,1.5069877E9,132.92
UFPI,"Universal Forest Products, Inc.",33.24,-0.03,2.0350111E9,15.54
UNVR,Univar Inc.,28.93,-0.03,4.088082E9,34.05
VGSH,美国短期国债ETF-Vanguard,59.82,-0.03,2.1600754E9,
WLL,Whiting Petroleum Corporation,39.72,-0.03,3.6681979E9,
BLV,美国长期债券-Vanguard,88.57,-0.03,2.19728E9,
BSV,美国短期债券-Vanguard,78.05,-0.03,2.39840831E10,260.58
SNY,赛诺菲-安万特,39.95,-0.03,1.002212707E11,21.48
VMI,维蒙特工业,145.55,-0.03,3.3063468E9,27.68
ACIA,Acacia通讯,27.55,-0.04,1.1041447E9,29.96
AFW.L,AFW.L,25.04,-0.04,0.0,
AGO-F,Assured Guaranty Ltd.,24.93,-0.04,9.976E7,
AHT-G,Ashford Hospitality Trust Inc 7.375% Series G Cumulative Preferred Stock,22.74,-0.04,1.4105E8,
ARH-CL,ARH-CL,24.99,-0.04,0.0,
ARRS,艾利斯,27.53,-0.04,5.1014735E9,56.2
BAC-D,美国银行-优先股D,25.52,-0.04,6.682222E8,
BIOC,"Biocept, Inc.",0.2435,-0.04,1.66014E7,
BND,美国全债市ETF-Vanguard,78.99,-0.04,3.66512949E10,
BRG-A,"Bluerock Residential Growth REIT, Inc. 8.250% Series A Cumulative Redeemable Preferred Stock ($0.01 par value per share)",24.79,-0.04,1.418808E8,
CACC,Credit Acceptance Corporation,326.42,-0.04,6.3056965E9,13.58
CE,塞拉尼斯,111.65,-0.04,1.51750828E10,14.76
CHSCM,"CHS Inc - Class B Reset Rate Cumulative Redeemable Preferred Stock, Series 3",26.74,-0.04,5.26975E8,
CIBR,网络安全ETF-First Trust,26.27,-0.04,5.400541E8,
CLNS-AL,CLNS-AL,25.21,-0.04,0.0,
COL,罗克韦尔柯林斯,132.99,-0.04,2.18109653E10,24.73
CUBE,CubeSmart,27.58,-0.04,5.0367309E9,37.28
DBV,G10外汇利差策略-PowerShares,23.88,-0.04,3.8224E7,132.72
DX-B,"Dynex Capital, Inc. Preferred Series B",23.84,-0.04,7.27425E7,70.87
INDY,印度ETF-iShares Nifty 50,35.51,-0.14,9.63676E8,
INXX,Columbia India Infrastructure ETF,14.3,-0.14,4.7256E7,
IPHS,"Innophos Holdings, Inc.",42.39,-0.14,8.295478E8,37.57
ISZE,iShares Edge MSCI Intl Size Factor ETF,28.05,-0.14,5617400.0,
IUSG,iShares Core S&P U.S. Growth ETF,55.13,-0.14,3.7791245E9,345.06
IWM,美国小盘股ETF-iShares ,155.33,-0.14,4.4191755E10,192.04
LAMR,拉马尔户外广告,62.3,-0.14,5.2393823E9,19.32
LMNX,路明克斯,22.17,-0.14,9.863643E8,41.89
MGLN,麦哲伦健康服务,110.05,-0.14,2.7135467E9,24.43
MS-E,摩根士丹利-优先股E,28.43,-0.14,9.82215E8,
ONEO,SPDR Russell 1000 Momentum Focus ETF,72.55,-0.14,5.776073E8,
PCQ,PIMCO加州市政债收益基金1期,14.72,-0.14,2.760198E8,13.91
SDVY,First Trust SMID Cap Rising Dividend Achievers ETF,20.9,-0.14,2093000.0,
AU99_99,,285.72,-0.14,0.0,
SRET,高股息房地产信托ETF,14.17,-0.14,6.5274E7,
UDR,UDR不动产信托,35.1,-0.14,9.4055738E9,33.16
UITB,USAA Core Intermediate-Term Bond ETF,48.49,-0.14,1.31409E8,
XLP,日常消费品ETF-SPDR,50.42,-0.14,7.1959261E9,11.72
ZBK,"Zions Bancorporation 6.95% Fixed-to-Floating Rate Subordinated Notes due September 15, 2028",27.87,-0.14,9.81175E7,23.82
ZROZ,美国零息票国债25年+ETF-PIMCO,109.47,-0.14,1.666224E8,
GE,通用电气,14.52,-0.14,1.284495828E11,12.41
WY,惠好林地REIT,36.21,-0.14,2.74354095E10,47.09
ABLX,Ablynx NV - American Depositary Shares,54.54,-0.15,4.1103553E9,
AFI,"Armstrong Flooring, Inc.",13.31,-0.15,3.431491E8,
AIV,Apartment Investment and Management Company,39.34,-0.15,6.1988123E9,20.1
ALL-E,Allstate Corporation Depositary Shares Representing 1/1000th Perpetual Preferred Series E,26.24,-0.15,7.85772E8,
BBRC,Columbia Beyond BRICs ETF,19.52,-0.15,7.13429E7,
BFZ,贝莱德加州市政债收益信托,12.92,-0.15,4.128233E8,18.55
BOND,PIMCO全回报积极ETF,102.83,-0.15,2.1450734E9,
CATH,标普500天主教价值观ETF-Global X,32.79,-0.15,1.444784E8,
CEFS,Saba封基策略ETF,20.51,-0.15,2.1567E7,
CEIX,CONSOL Energy Inc.,33.86,-0.15,9.517968E8,14.13
CHMG,Chemung Financial Corp,46.74,-0.15,2.257178E8,25.3
EVRI,Everi Holdings Inc.,6.46,-0.15,4.453005E8,
EWN,荷兰ETF-iShares MSCI,32.27,-0.15,2.02E8,56.7
FLEU,Barclays ETN  FI Enhanced Europe 50 ETN Series B,154.11,-0.15,3.058401E8,
FT,富兰克林普世信托,6.77,-0.15,1.703942E8,17.25
FVAL,Fidelity Value Factor ETF,32.34,-0.15,7.4497E7,
GS-B,高盛-优先股B,26.81,-0.15,1.611E8,
HIG,哈特福德金融,51.95,-0.15,1.87789019E10,
HMG,"HMG/Courtland Properties, Inc.",13.55,-0.15,1.37544E7,
HSEA,汇丰控股8.125%EPSCS,26.46,-0.15,2.332E9,41.7
IEFA,iShares Core MSCI EAFE ETF,66.93,-0.15,5.7672612E10,
IGV,软件行业ETF-iShares,174.58,-0.15,1.52985E9,874.2
INDA,印度ETF-iShares MSCI,34.41,-0.15,5.32407E9,
IVOG,Vanguard S&P Mid-Cap 400 Growth ETF,135.82,-0.15,1.0440303E9,
IYJ,iShares U.S. Industrials ETF,147.3,-0.15,1.091648E9,237.94
KKR-A,KKR & Co. L.P. 6.75% Series A Preferred Units,25.91,-0.15,3.5811E8,
KMPA,Kemper Corporation 7.375% Subordinated Debentures due 2054,25.9,-0.15,1.496162E8,16.12
MCA,贝莱德MuniYield加州高质基金,13.29,-0.15,4.579401E8,13.86
MER-P,美林,26.37,-0.15,7.923E8,
MOM,AGFiQ U.S. Market Neutral Momentum Fund,25.94,-0.15,9093000.0,
MPA,贝莱德MuniYield宾州高质基金,13.71,-0.15,1.83328E8,13.59
NBH,Neuberger Berman Intermediate Municipal Fund Inc.,13.65,-0.15,2.570149E8,10.09
NKX,NUVEEN CALIFORNIA AMT-FREE QUALITY MUNICIPAL INCOME FUND,13.4,-0.15,6.408095E8,14.13
NMFC,New Mountain Finance Corporation,13.43,-0.15,1.021327E9,9.75
NSL,纽文高级收益基金,6.53,-0.15,2.52587E8,9.91
NXC,Nuveen California Select Tax-Free Income Portfolio,13.62,-0.15,8.57661E7,20.98
NXQ,Nuveen Select Tax Free Income Portfolio II,13.43,-0.15,2.382496E8,20.38
PIH,"1347 Property Insurance Holdings, Inc.",6.8,-0.15,4.07563E7,136.2
PRI,"Primerica, Inc.",97.35,-0.15,4.2962361E9,12.81
PSCH,PowerShares S&P SmallCap Health Care Portfolio,116.31,-0.15,4.54272E8,
PSR,PowerShares Active U.S. Real Estate Fund,74.89,-0.15,2.25006E7,
PSTG,"Pure Storage, Inc. Class A",20.61,-0.15,3.3586871E9,
QLC,FlexShares US Quality Large Cap Index Fund,33.71,-0.15,4.1356E7,
RAAX,VanEck Vectors ETF Trust ETF VanEck Vectors Real Asset Allocation ETF,26.04,-0.15,2608000.0,
RNG,"Ringcentral, Inc. Class A",67.0,-0.15,4.4603105E9,
SCHF,国际股票ETF-Schwab,34.23,-0.15,1.5223748E10,
SJNK,美国短期高收益债ETF-SPDR,27.41,-0.15,3.790845E9,
SLF,永明金融,40.59,-0.15,2.47195605E10,14.62
SOHO,Sotherly Hotels Inc.,6.71,-0.15,9.48937E7,
SPYG,SPDR Series Trust SPDR Portfolio S&P 500 Growth ETF,33.83,-0.15,1.9989237E9,423.5
UVE,UNIVERSAL INSURANCE HOLDINGS INC,32.5,-0.15,1.1347925E9,10.89
WHF,WhiteHorse Finance,12.96,-0.15,2.665047E8,7.33
KANG,爱康国宾,19.98,-0.15,1.37308709844E9,44.4
PPDF,拍拍贷,6.69,-0.15,2.0074889874E9,
IAC,IAC/InterActiveCorp,161.56,-0.15,1.24374608E10,50.88
ACIM,SPDR MSCI ACWI IMI ETF,78.91,-0.16,1.027533E8,
AGGP,IQ Enhanced Core Plus Bond U.S. ETF,19.08,-0.16,3.353805E8,
AOR,iShares Core Growth Allocation ETF,44.53,-0.16,1.12392E9,
ARR-B,"ARMOUR Residential REIT, Inc. Preferred Series B",24.85,-0.16,1.585311E8,
BML-I,美国银行-美林优先股I,25.56,-0.16,6.688768E8,
BPOPN,"Popular, Inc. - Popular Capital Trust I -6.70% Cumulative Monthly Income Trust Preferred Securities",24.52,-0.16,2.9472E8,
BTZ,贝莱德信用债配置收益信托,12.52,-0.16,1.3469478E9,16.72
CFR-A,"Cullen/Frost Bankers, Inc. Perpetual Preferred Series A",25.02,-0.16,1.50342E8,5.94
CMCO,哥伦布-麦金农,37.73,-0.16,8.699829E8,107.97
DFIN,"Donnelley Financial Solutions, Inc.",18.28,-0.16,6.214734E8,63.14
DTQ,"DTE Energy Company 2012 Series C 5.25% Junior Subordinate Debentures due December 1, 2062",24.37,-0.16,1.9528E8,6.49
EFAS,Global X MSCI SuperDividend EAFE ETF,18.16,-0.16,9093000.0,
EVO,Eaton Vance Ohio Municipal Income Trust Shares of Beneficial Interest,12.46,-0.16,3.56459E7,13.86
FAT,FAT Brands Inc.,6.31,-0.16,6.32E7,
FFSG,FormulaFolios Smart Growth ETF,25.67,-0.16,5142000.0,
FRC-F,"FIRST REPUBLIC BANK Depositary Shares, each representing a 1/40th interest in a share of 5.70% Noncumulative Perpetual Series F ",25.64,-0.16,1.0272E8,
FSTA,Fidelity MSCI COnsumer Staples Index ETF,30.46,-0.16,2.547585E8,
GCOW,Pacer Global Cash Cows Dividend ETF,30.78,-0.16,1.01739E8,
GDDY,GoDaddy,63.67,-0.16,9.2985556E9,89.82
GNT,"GAMCO Natural Resources, Gold & Income Trust",6.43,-0.16,1.3458E8,
GSIE,Goldman Sachs ActiveBeta International Equity ETF,30.31,-0.16,8.89548E8,
IBB,美国生科ETF-iShares,104.79,-0.16,8.669696E9,
IBML,iShares iBonds Dec 2023 Term Muni Bond ETF,24.74,-0.16,6.3189E7,
GAZ,天然气ETN-iPath,0.2326,0.0,2512900.0,
GARD,DIVCON股息守门员ETF-Reality Shares,25.09,0.0,3136200.0,
GANJI,赶集网,0.0,0.0,0.0,
GALTW,Galectin Therapeutics Inc,0.0425,0.0,0.0,
GALTU,GALECTIN THERAPEUTICS INC,4.1,0.0,6.12648E7,
GALE,"Galena Biopharma, Inc.",0.262,0.0,1.19768E7,
GAINM,Gladstone Investment Corporation - 6.25% Series D Cumulative Term Preferred Stock,25.25,0.0,5.8075E7,
GAF,新兴中东和非洲ETF-SPDR,62.83,0.0,2.536E7,
GADS,Gadsden Growth Properties,0.0,0.0,0.0,
GABFV,GABELLI EQUITY TR INC,0.0,0.0,0.0,
GABFR,GABFR,0.04,0.0,0.0,
GAB.RT*,The Gabelli Equity Trust Inc.,0.064,0.0,0.0,
GAB.RT,The Gabelli Equity Trust Inc.,0.08,0.0,0.0,
GAB.R*,GAB.R*,0.07,0.0,0.0,
GAB-F.CL,GABELLI EQUITY TR INC,25.17,0.0,0.0,
FXRU,俄罗斯卢布ETF-CurrencyShares,34.06,0.0,5110000.0,
FXJP,PowerShares Japan Currency Hedged Low Volatility Portfolio,30.0,0.0,1500000.0,
FXEU,PowerShares Europe Currency Hedged Low Volatility Portfolio,13.31,0.0,3993000.0,
FXEP,PowerShares Developed EuroPacific Currency Hedged Low Volatility Portfolio,28.12,0.0,1455700.0,
FXCM,福汇,2.8,0.0,1.56871652E7,
FWLAF,FlatWorld Acquisition,0.18,0.0,516420.0,
FWF.CL,WELLS FARGO CAP XI,24.99,0.0,9.996E8,
FVE,Five Star Senior Living Inc.,1.15,0.0,5.635E7,
FUTURE.IDX,期指,0.0,0.0,0.0,
FULLL,Great Elm Capital Corp. - 8.25% Notes due 2020,25.12,0.0,3.38142E7,
FULL,FULL CIRCLE CAP CORP,2.67,0.0,6.04503E7,
FUEL,Rocket Fuel Inc.,2.6,0.0,1.221834E8,
FUE,AB Svensk Ekportkredit (Swedish Export Credit Corporation) ELEMENTS Linked to the MLCX Biofuels Index - Total Return Structured ,6.91,0.0,1175400.0,
FTY,iShares Real Estate 50,46.4,0.0,6.566E7,
FTXN,First Trust Nasdaq Oil & Gas ETF,22.41,0.0,4481600.0,
FTXD,First Trust Nasdaq Retail ETF,20.91,0.0,1045300.0,
FTW,First Trust Taiwan AlphaDex Fund,39.03,0.0,1984100.0,
FTEO,"FRONTEO, Inc. - American Depositary Shares",17.0,0.0,3.232113E8,
FSTM,FusionStorm,0.0,0.0,0.0,
FSPR,Four Springs Capital Trust,0.0,0.0,0.0,
FSGID,FIRST SEC GROUP INC,2.14,0.0,0.0,
FSFR,Fifth Street Senior Floating Rate Corp.,8.84,0.0,2.625489E8,8.91
FSD,第一信托高收益长短仓基金,15.05,0.0,4.507047E8,
FSCFL,Fifth Street Finance Corp. - 6.125% senior notes due 2028,25.2,0.0,7.584E7,87.76
FSCE,Fifth Street Finance Corp. 5.875% Senior Notes due 2024,25.15,0.0,7.5444E7,84.0
FSC,第五大道金融,5.63,0.0,7.964277E8,7.06
FSBK,第一南方万通金控,18.65,0.0,1.881038E8,24.13
FSAM,Fifth Street Asset Management Inc.,3.9,0.0,8.24702E7,
FSACW,Federal Street Acquisition Corp. - Warrant,1.25,0.0,0.0,
FSACU,Federal Street Acquisition Corp. - Unit consisting of One  and Half of a Warrant,10.35,0.0,0.0,
FRP,"FairPoint Communications, Inc.",15.95,0.0,4.348832E8,6.9
FRFHF,枫信保险,0.0,0.0,0.0,
FREEW,FREEW,0.0,0.0,1.0,1.0
FRC-H,"FIRST REPUBLIC BANK Depositary Shares, each representing a 1/40th interest in a share of 5.125% Noncumulative Perpetual Series H",24.8,0.0,1.984E8,
FRC-C.CL,FIRST REPUBLIC BANK Dep Shs Repstg 1/40th Perp Pfd Ser C,25.0,0.0,1.5E8,
FRC-C,FIRST REPUBLIC BANK Dep Shs Repstg 1/40th Perp Pfd Ser C,25.42,0.0,1.5252E8,
FRC-BL,FRC-BL,25.33,0.0,0.0,
FRC-B.CL,First Republic Bank Depositary Shares Representing 1/40th Perpetual Preferred Series B,25.33,0.0,1.5198E8,
FRC-B,FIRST REP BK SAN FRANCISCO C,25.63,0.0,1.5348E8,
FRC-AL,FRC-AL,25.13,0.0,0.0,
FRC-A,FIRST REP BK SAN FRANCISCO C,25.39,0.0,2.027174E8,
FPT,FPT基金,13.55,0.0,9.4401E7,14.08
FPP+,FieldPoint Petroleum Corporation Warrant expiring 2018,0.0014,0.0,0.0,
FPP,FieldPoint Petroleum Corporation,0.2,0.0,2133800.0,1.18
FPO,FPO信托,11.14,0.0,6.543696E8,15.91
FPE,美国优先股ETF-First Trust,19.49,0.0,3.5229149E9,
FOXF,Fox Factory Holding Corp.,35.05,0.0,1.3198538E9,31.58
FOXAV,TWENTY FIRST CENTY FOX INC,28.86,0.0,6.67976244E10,11.41
FOURSQUARE,Foursquare,0.0,0.0,0.0,
FOSUF,Fosun International Ltd,0.0,0.0,0.0,
FORTY,配方系统,35.08,0.0,5.166857E8,6.15
FOR*,Forestar Group Inc.,16.3,0.0,0.0,
FOODW,FOODW,0.0,0.0,0.0,
FOIL,iPath Pure  Beta Aluminum ETN,27.13,0.0,406200.0,14.22
FOGO,"Fogo de Chao, Inc.",15.75,0.0,4.470137E8,15.75
FOANC,Gabelli NextShares Trust - Gabelli Food of All Nations NextShares,99.96,0.0,0.0,
FNTEW,FinTech Acquisition Corp. II - Warrant,1.2,0.0,0.0,
FNTEU,FinTech Acquisition Corp. II - Unit,10.57,0.0,1.661604E8,
FNFV,"FNFV Group of Fidelity National Financial, Inc.",17.35,0.0,1.1383799E9,
FNF*,"Fidelity National Financial, Inc.",28.43,0.0,7.53E9,22.93
FNET,FNET,0.0,0.0,0.0,
FNDR,芬达乐器,0.0,0.0,0.0,
FNDB,Schwab Fundamental U.S. Broad Market Index ETF,36.83,0.0,2.61493E8,
FNCX,Function(x) Inc.,0.393,0.0,1.46458E7,0.91
FNCB,FNCB Bancorp Inc.,9.5,0.0,1.592889E8,950.0
FNBND,,0.0,0.0,0.0,
FNBC,FIRST NBC BK HLDG CO,0.15,0.0,4403900.0,
FMER-A,FIRSTMERIT CORP,26.1,0.0,1.044E8,
FMCKJ,房地美优先股,6.48,0.0,1.51E9,
FMCIW,Forum Merger Corporation - Warrant,0.6901,0.0,0.0,
FMCIU,Forum Merger Corporation - Unit,9.21,0.0,0.0,
FMCIR,Forum Merger Corporation - Right,0.802,0.0,0.0,
FMCI,Forum Merger Corporation,8.3,0.0,1.458036E8,
FLYX,DIREXION SHS ETF TR,0.0,0.0,0.0,
FLTX,Fleetmatics Group,60.0,0.0,2.351649E9,77.92
FLTW,Franklin FTSE Taiwan ETF,25.51,0.0,5102200.0,
FLRU,Franklin FTSE Russia ETF,22.34,0.0,2234000.0,
